Order,PID,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
82,531453040,60,4,70,8400,1,3,3,0,4,0,23,2,2,0,5,6,6,1980,1981,1,1,5,6,1,130,3,4,1,2,4,3,5,0,5,0,650,650,0,4,1,4,888,676,0,1564,0,0,2,1,3,1,4,7,7,1,1,1980,2,2,476,4,4,2,0,50,0,0,204,0,0,4,2010,9,4,171000
83,531477050,30,3,70,9800,1,3,3,0,0,0,23,1,2,0,2,5,5,1920,1950,1,1,12,14,3,0,3,1,0,4,4,3,5,0,5,0,816,816,0,4,0,0,1012,0,0,1012,0,0,1,0,2,1,4,5,7,0,5,1920,2,1,429,4,4,2,121,0,80,0,0,0,0,4,2010,9,4,67500
85,532354090,85,4,88,11782,1,0,3,0,4,0,22,2,2,0,6,5,7,1961,1995,1,1,5,6,3,0,3,4,1,4,4,0,0,899,5,0,210,1109,0,4,1,4,1155,0,0,1155,1,0,1,0,3,1,2,6,3,0,5,1987,2,2,576,4,4,2,192,0,0,0,0,0,400,6,2010,9,4,148000
86,532376160,20,4,65,8450,1,3,3,0,4,0,22,5,2,0,2,5,8,1965,2009,1,1,7,8,3,0,3,2,1,4,4,3,2,553,1,117,224,894,0,0,1,4,894,0,0,894,1,0,1,0,3,1,4,5,7,1,5,1973,2,1,336,4,4,2,416,144,0,0,0,0,0,4,2010,9,4,138500
87,532377060,20,4,69.22459016,9819,1,0,3,0,4,0,22,2,2,0,2,5,5,1967,1967,1,1,7,8,1,31,3,2,1,4,4,3,1,450,5,0,432,882,0,4,1,4,900,0,0,900,0,0,1,0,3,1,4,5,7,0,5,1970,2,1,280,4,4,2,0,0,0,0,0,0,0,2,2010,9,4,122000
88,532377100,20,4,75,7500,1,3,3,0,0,0,22,1,2,0,2,5,5,1963,1963,1,1,5,6,3,0,3,4,1,4,4,3,0,824,5,0,216,1040,0,1,1,4,1040,0,0,1040,1,0,1,1,3,1,4,5,7,0,1,1963,0,1,308,4,4,2,0,0,220,0,0,0,0,6,2010,9,4,133000
89,532378110,20,4,69.22459016,6897,1,0,3,0,0,0,22,2,2,0,2,5,8,1962,2010,1,1,5,6,3,0,3,2,1,4,4,3,0,659,5,0,381,1040,0,0,1,4,1040,0,0,1040,1,0,1,1,3,1,4,6,7,0,5,1962,2,1,260,4,4,2,0,104,0,0,0,0,0,4,2010,9,4,127000
90,532479070,20,4,39,15410,1,0,3,0,1,0,22,7,2,0,2,6,6,1974,2002,3,1,8,10,0,250,3,2,1,4,4,1,1,126,2,859,223,1208,0,0,1,4,1494,0,0,1494,1,0,2,0,3,1,4,7,7,2,1,1974,0,2,461,4,4,2,296,0,186,0,0,0,0,4,2010,9,0,169000
91,533130020,60,4,107,10186,1,0,3,0,4,0,18,2,2,0,5,7,5,1992,1992,1,1,5,6,3,0,2,4,2,2,4,3,2,674,5,0,76,750,0,0,1,4,1061,862,0,1923,1,0,2,1,3,1,2,8,7,1,1,1992,1,2,564,4,4,2,240,39,0,0,0,0,0,6,2010,9,4,190000
92,533130130,60,4,85,13143,1,0,3,0,4,0,18,2,2,0,5,8,5,1993,1993,1,1,5,7,1,504,2,4,2,2,4,3,3,250,2,981,0,1231,0,0,1,4,1251,1098,0,2349,1,0,2,1,4,1,2,9,7,1,1,1993,1,3,762,4,4,2,32,130,0,0,0,0,0,6,2010,9,4,362500
93,533130160,60,4,88,11134,1,3,3,0,4,0,18,2,2,0,5,8,5,1992,1993,1,1,5,6,1,180,2,4,2,2,4,3,2,1129,5,0,261,1390,0,0,1,4,1402,823,0,2225,1,0,2,1,4,1,2,7,7,1,1,1992,1,3,713,4,4,2,198,30,0,0,0,0,0,6,2010,9,4,285000
94,533205060,120,1,25,4835,1,0,3,0,1,0,24,2,2,4,2,7,5,2004,2005,1,1,7,8,3,0,2,4,2,0,4,0,2,1298,5,0,190,1488,0,0,1,4,1488,0,0,1488,1,0,2,0,2,1,2,6,7,1,1,2004,0,2,506,4,4,2,168,50,0,0,0,0,0,3,2010,9,4,260000
95,533208090,160,1,39,3515,1,3,3,0,4,0,24,2,2,4,5,7,5,2004,2004,1,1,11,13,3,0,2,4,2,2,4,3,5,0,5,0,840,840,0,0,1,4,840,840,0,1680,0,0,2,1,2,1,2,3,7,0,1,2004,1,2,588,4,4,2,0,111,0,0,0,0,0,1,2010,9,4,190000
96,533210060,160,1,30,3215,1,3,3,0,4,0,24,2,2,4,5,7,5,2004,2004,1,1,7,8,1,120,2,4,2,2,4,0,2,280,5,0,320,600,0,0,1,4,600,600,0,1200,0,0,2,1,2,1,2,4,7,0,5,2004,1,2,480,4,4,2,0,172,0,0,0,0,0,4,2010,3,4,155000
97,533212010,160,1,30,3182,1,3,3,0,4,0,24,2,2,4,5,7,5,2004,2005,1,1,7,8,3,0,2,4,2,2,4,3,5,0,5,0,600,600,0,0,1,4,600,600,0,1200,0,0,2,1,2,1,2,4,7,0,5,2004,1,2,480,4,4,2,0,172,0,0,0,0,0,6,2010,9,4,151000
98,533212020,160,1,24,2544,1,3,3,0,4,0,24,2,2,3,5,7,5,2004,2005,1,1,7,8,3,0,2,4,2,2,4,3,2,368,0,42,190,600,0,0,1,4,600,600,0,1200,1,0,2,1,2,1,2,4,7,0,5,2004,1,2,480,4,4,2,0,172,0,0,0,0,0,2,2010,9,4,149500
99,533212060,160,1,24,2544,1,3,3,0,4,0,24,2,2,3,5,6,5,2005,2005,1,1,11,13,1,216,2,4,2,2,4,3,2,376,5,0,224,600,0,0,1,4,600,636,0,1236,1,0,2,1,2,1,2,4,7,0,5,2005,1,2,480,4,4,2,0,166,0,0,0,0,0,5,2010,9,4,152000
100,533213030,20,1,69.22459016,4403,1,1,3,0,4,0,24,2,2,0,2,7,5,2009,2009,1,1,7,8,4,432,0,4,2,0,4,0,2,578,5,0,892,1470,0,0,1,4,1478,0,0,1478,1,0,2,1,2,1,2,7,7,1,1,2009,0,2,484,4,4,2,0,144,0,0,0,0,0,6,2010,6,5,222000
101,533221090,160,1,69.22459016,2117,1,3,3,0,4,0,24,2,2,3,5,6,5,2000,2000,1,1,7,8,1,216,2,4,2,2,4,3,2,378,5,0,378,756,0,0,1,4,769,804,0,1573,0,0,2,1,3,1,2,5,7,0,5,2000,2,2,440,4,4,2,0,32,0,0,0,0,0,6,2010,9,4,177500
102,533221110,160,1,69.22459016,2980,1,3,3,0,0,0,24,2,2,4,5,6,5,2000,2000,1,1,7,8,1,1159,2,4,2,2,4,3,2,466,5,0,290,756,0,0,1,4,756,756,0,1512,1,0,2,1,2,1,2,5,7,0,5,2000,2,2,440,4,4,2,0,32,0,0,0,0,0,5,2010,9,4,177000
103,533223020,160,1,24,2572,1,3,3,0,2,0,24,2,2,3,5,7,5,1999,1999,3,1,7,8,3,0,2,4,2,2,4,3,0,604,5,0,92,696,0,0,1,4,696,720,0,1416,1,0,2,1,3,1,2,6,7,0,5,1999,2,2,484,4,4,2,0,44,0,0,0,0,0,5,2010,9,4,155000
104,533223100,160,1,69.22459016,2403,1,0,3,0,2,0,24,2,2,4,5,7,5,2003,2003,1,1,11,13,3,0,2,4,2,2,4,3,2,244,5,0,286,530,0,0,1,4,530,550,0,1080,0,0,2,1,2,1,2,4,7,0,1,2003,1,2,496,4,4,2,0,50,0,0,0,0,0,6,2010,9,4,147110
105,533238045,20,1,57,12853,1,0,3,0,4,0,24,2,2,0,2,8,5,2010,2010,1,1,4,5,3,0,2,4,2,0,3,3,2,1032,5,0,610,1642,0,0,1,4,1418,0,0,1418,1,0,1,1,1,1,2,6,7,1,1,2010,1,3,852,4,4,2,160,192,0,224,0,0,0,4,2010,6,5,267916
106,533244030,60,1,68,7379,1,0,3,0,4,0,24,2,2,0,5,8,5,2000,2000,1,1,11,13,3,0,2,4,2,2,4,3,2,484,5,0,491,975,0,0,1,4,975,873,0,1848,1,0,2,1,3,1,2,7,7,1,1,2000,1,2,592,4,4,2,280,184,0,0,0,0,0,4,2010,9,4,254000
107,533253060,120,4,30,4420,1,0,3,0,1,0,9,2,2,4,2,8,5,1980,1980,1,1,12,14,3,0,2,4,1,2,4,1,2,728,5,0,0,728,0,4,1,4,788,0,0,788,1,0,1,0,1,1,2,3,7,1,5,1980,0,2,484,4,4,2,133,42,0,0,0,0,0,6,2010,9,4,155000
108,533253210,120,4,40,3880,1,0,3,0,4,0,9,2,2,3,2,8,6,1978,1978,1,1,12,10,3,0,2,4,1,2,4,1,2,1052,5,0,174,1226,0,4,1,4,1226,0,0,1226,1,0,1,0,1,1,2,4,7,1,1,1978,0,2,484,4,4,2,223,78,0,0,0,0,0,1,2010,9,4,206000
109,533352170,60,4,69.22459016,13517,1,0,3,0,1,0,22,5,2,0,5,6,8,1976,2005,1,1,5,10,1,289,2,4,1,4,4,3,2,533,5,0,192,725,0,0,1,4,725,754,0,1479,0,0,2,1,3,1,2,6,7,0,1,1976,1,2,475,4,4,2,0,44,0,0,0,0,0,3,2010,9,4,130500
110,534102025,20,1,80,8000,1,3,3,0,4,0,24,2,2,0,2,7,5,2002,2002,1,1,11,13,3,0,2,4,2,2,4,3,2,833,5,0,659,1492,0,0,1,4,1492,0,0,1492,1,0,2,0,3,1,2,6,7,1,1,2002,1,2,596,4,4,2,277,137,0,0,0,0,0,4,2010,9,4,230000
111,534129040,20,4,69.22459016,10456,1,0,3,0,4,0,17,2,2,0,2,6,6,1967,1967,3,1,5,6,1,120,3,4,1,4,4,3,2,506,5,0,1323,1829,0,2,1,4,1829,0,0,1829,1,0,2,0,4,1,4,8,7,0,1,1967,1,2,535,4,4,2,0,76,0,0,0,0,0,5,2010,9,4,218500
112,534151175,60,4,80,10791,1,3,3,0,4,0,17,2,2,0,5,6,5,1993,1993,1,1,7,8,3,0,3,4,2,2,4,2,2,1137,5,0,143,1280,0,0,1,4,1280,1215,0,2495,1,0,2,1,4,1,2,9,7,1,1,1993,2,2,660,4,4,2,224,32,0,0,0,0,0,3,2010,9,4,243500
113,534152050,20,4,69.22459016,10603,1,0,3,0,4,0,17,2,2,0,2,6,7,1977,2001,1,1,8,10,1,28,3,4,2,4,4,2,0,1200,5,0,410,1610,0,2,1,4,1610,0,0,1610,1,0,2,0,3,1,2,6,7,2,1,1977,1,2,480,4,4,2,168,68,0,0,0,0,0,2,2010,9,4,205000
114,534152070,50,4,69.22459016,18837,1,0,3,0,4,0,17,2,2,0,0,6,5,1978,1978,1,1,7,8,3,0,3,4,2,2,4,2,0,687,3,46,491,1224,0,4,1,4,1287,604,0,1891,0,1,3,0,3,1,4,7,7,1,1,1978,1,2,678,4,4,2,0,69,0,0,0,0,0,4,2010,9,4,212500
115,534152100,60,4,80,10421,1,3,3,0,4,0,17,2,2,0,5,7,5,1988,1988,1,1,5,6,1,42,3,4,1,2,4,3,2,394,5,0,586,980,0,4,1,4,980,734,0,1714,0,0,2,1,3,1,4,7,7,1,1,1988,2,2,496,4,4,2,228,66,156,0,0,0,500,3,2010,9,4,196500
116,534176060,20,4,78,9360,1,3,3,0,4,0,17,2,2,0,2,6,7,1972,2006,3,1,8,10,3,0,3,4,1,4,4,3,0,982,5,0,179,1161,0,4,1,4,1381,0,0,1381,1,0,1,1,3,1,2,5,7,1,1,1972,1,2,676,4,4,2,0,0,0,0,0,0,0,3,2010,9,4,197500
117,534176230,60,4,80,9600,1,3,3,0,4,0,17,2,2,0,5,6,6,1971,1971,1,1,7,8,3,0,3,4,1,4,4,3,0,329,5,0,386,715,0,4,1,4,930,715,0,1645,0,0,1,2,4,1,4,7,7,0,1,1971,1,2,441,4,4,2,0,78,0,0,0,0,0,6,2010,9,4,171000
118,534202160,20,4,80,9600,1,3,3,0,4,0,15,2,2,0,2,5,5,1966,1966,3,1,11,13,1,172,3,4,1,4,4,3,4,698,5,0,534,1232,0,4,1,4,1232,0,0,1232,1,0,1,1,3,1,4,6,7,0,1,1966,1,2,490,4,4,2,0,224,0,0,0,0,0,4,2010,9,4,142250
119,534251320,20,4,69.22459016,9790,1,3,3,0,4,0,17,1,2,0,2,6,5,1963,1963,3,1,5,6,1,451,3,4,1,4,4,3,0,569,4,81,678,1328,0,4,1,4,1328,0,0,1328,1,0,1,1,3,1,4,6,7,2,1,1963,2,2,528,4,4,2,0,26,0,0,0,0,0,6,2010,9,4,143000
121,534401110,20,4,90,9900,1,3,3,0,0,0,15,2,2,0,2,5,5,1966,1966,3,1,5,6,3,0,3,4,2,2,4,3,1,1059,5,0,150,1209,0,2,1,4,1209,0,0,1209,1,0,1,0,3,1,4,6,7,0,1,1966,1,2,504,4,4,2,0,0,120,0,0,0,0,4,2010,3,4,159000
122,534401140,20,4,88,9680,1,3,3,0,4,0,15,2,2,0,2,5,6,1967,1967,1,1,12,10,1,268,3,4,1,4,4,3,1,1010,5,0,500,1510,0,0,1,4,1510,0,0,1510,1,0,2,0,3,1,2,6,7,0,1,1967,1,2,517,4,4,2,0,40,0,0,204,0,0,4,2010,9,4,178900
123,534403360,80,4,69.22459016,10600,1,0,3,0,4,0,15,2,2,0,7,6,5,1964,1964,1,1,5,6,3,0,3,4,1,4,4,3,5,0,5,0,533,533,0,4,1,4,1131,644,0,1775,0,0,2,0,3,1,4,8,7,0,1,1964,2,2,480,4,4,2,0,172,0,0,0,0,0,5,2010,0,3,136300
124,534403410,80,4,69.22459016,14112,1,0,3,0,0,0,15,2,2,0,7,5,7,1964,1964,3,1,12,6,1,86,3,4,2,4,4,0,2,1014,5,0,138,1152,0,4,1,4,1152,0,0,1152,1,0,1,0,3,1,4,6,7,1,1,1964,1,2,484,4,4,2,227,0,0,0,0,0,0,4,2010,9,4,180500
125,534425310,85,4,80,8800,1,3,3,0,4,0,15,1,2,0,6,6,7,1963,1963,1,1,7,8,1,156,3,2,2,4,4,1,2,763,5,0,173,936,0,0,1,4,1054,0,0,1054,1,0,1,0,3,1,2,6,7,0,1,1963,1,2,480,4,4,2,120,0,0,0,0,0,0,5,2010,9,0,137500
127,534430080,20,4,68,9717,1,3,3,0,4,0,15,2,2,0,2,5,6,1950,1996,3,1,7,8,3,0,3,4,1,4,4,2,2,49,4,1029,0,1078,0,2,1,0,1078,0,0,1078,1,0,1,0,2,1,2,5,7,0,1,1950,2,1,240,4,4,2,366,0,112,0,0,0,0,4,2010,9,4,142125
128,534431050,50,4,68,9724,1,3,3,0,4,0,15,2,2,0,0,5,7,1952,2002,1,1,7,8,1,265,2,4,1,4,4,3,3,670,5,0,470,1140,0,2,1,4,1929,532,0,2461,0,0,2,0,3,1,4,7,3,2,5,1994,2,2,400,4,4,2,0,0,0,0,0,0,0,3,2010,9,4,197600
129,534431070,50,4,120,17360,1,3,3,0,0,0,15,0,2,0,0,6,6,1949,1950,1,1,7,8,4,340,3,2,1,4,4,3,4,300,5,0,482,782,0,4,1,4,1019,537,0,1556,0,0,2,0,3,1,4,6,7,1,1,1949,2,2,470,4,4,2,0,0,150,0,0,0,0,1,2010,9,4,172500
132,534475100,20,4,80,9920,1,3,3,0,4,0,15,2,2,0,2,5,5,1954,1954,1,1,5,6,4,110,3,4,1,4,4,3,4,354,3,290,412,1056,0,4,1,4,1063,0,0,1063,1,0,1,0,3,1,4,6,7,0,1,1954,1,1,280,4,4,2,0,0,164,0,0,0,0,2,2010,9,4,128000
133,534476260,80,4,80,9600,1,3,3,0,4,0,15,2,2,0,7,6,6,1955,1972,1,1,0,0,1,164,3,4,1,4,4,0,1,674,3,132,350,1156,0,0,1,4,1520,0,0,1520,1,0,1,0,3,1,4,7,7,2,2,1955,1,1,364,4,4,2,0,0,189,0,0,0,0,3,2010,9,4,153000
134,534479320,20,4,78,7800,1,3,3,0,4,0,15,2,2,0,2,5,6,1954,1954,1,1,5,6,1,200,3,4,2,4,4,3,3,540,5,0,728,1268,0,2,1,4,1268,0,0,1268,0,0,1,0,2,1,4,7,7,1,1,1954,0,1,244,4,4,2,0,98,0,0,0,0,0,3,2010,9,4,132000
135,535101020,85,4,75,11380,1,0,3,0,4,0,15,2,2,0,6,6,8,1966,2008,1,1,5,6,1,216,3,4,1,4,4,1,2,944,5,0,136,1080,0,2,1,4,1128,0,0,1128,1,0,1,0,2,1,2,5,7,1,1,1966,2,1,315,4,4,2,238,0,0,0,0,0,1500,1,2010,9,4,178000
136,535106190,90,4,80,11600,1,3,3,0,0,0,15,1,2,2,5,5,5,1960,1960,1,1,7,8,1,361,3,4,1,4,4,3,4,443,5,0,662,1105,0,4,1,0,1105,1169,0,2274,0,0,2,0,5,2,4,12,7,0,5,1960,2,2,480,4,4,2,0,0,0,0,0,0,0,1,2010,9,4,154300
137,535125010,20,4,69.22459016,19900,1,3,3,0,4,0,15,3,2,0,2,7,5,1970,1989,1,1,8,10,1,287,3,4,1,2,4,1,2,912,5,0,1035,1947,0,4,1,4,2207,0,0,2207,1,0,2,0,3,1,4,7,2,1,1,1970,1,2,576,4,4,2,301,0,0,0,0,0,0,7,2010,9,4,180000
138,535126040,20,4,137,16492,1,0,3,0,0,0,15,3,2,0,2,6,6,1966,2002,1,1,2,10,3,0,2,4,1,4,4,3,0,247,4,713,557,1517,0,0,1,4,1888,0,0,1888,0,0,2,1,2,1,2,6,4,1,1,1966,0,2,578,4,4,2,0,0,0,0,0,0,0,6,2010,9,4,190000
139,535152010,90,4,70,8267,1,3,3,0,0,0,15,1,2,2,2,5,5,1958,1958,1,1,5,6,3,0,3,4,1,4,4,3,5,0,5,0,1604,1604,0,4,1,4,1604,0,0,1604,0,0,2,0,4,2,4,8,7,0,1,1958,2,2,576,4,4,2,42,0,0,0,0,0,0,3,2010,9,4,135000
140,535152050,20,4,70,8197,1,3,3,0,4,0,15,2,2,0,2,7,5,2003,2009,1,1,11,13,1,506,2,4,2,2,4,3,2,1188,5,0,292,1480,0,0,1,4,1480,0,0,1480,1,0,2,0,3,1,2,7,7,0,1,2003,1,2,620,4,4,2,252,73,0,0,0,0,300,2,2010,9,4,214000
141,535152130,20,4,69.22459016,8050,1,0,3,0,4,0,15,2,2,0,2,5,5,1959,1959,3,1,7,8,1,150,3,4,1,4,4,3,1,856,4,162,125,1143,0,4,1,4,1143,0,0,1143,1,0,1,0,3,1,4,6,7,0,1,1959,1,1,308,4,4,2,0,0,0,0,0,0,0,5,2010,9,4,136000
142,535152150,20,4,70,10552,1,0,3,0,4,0,15,2,2,0,2,5,5,1959,1959,3,1,2,3,3,0,3,4,1,4,4,3,4,1018,5,0,380,1398,0,2,1,4,1700,0,0,1700,0,1,1,1,4,1,2,6,7,1,1,1959,1,2,447,4,4,2,0,38,0,0,0,0,0,4,2010,9,4,165500
143,535152250,20,4,70,8400,1,3,3,0,4,0,15,2,2,0,2,5,6,1957,1957,1,1,7,8,3,0,3,2,1,4,4,3,4,922,5,0,392,1314,0,4,1,4,1314,0,0,1314,1,0,1,0,3,1,4,5,7,0,1,1957,1,1,294,4,4,2,250,0,0,0,0,0,0,6,2010,9,4,145000
144,535153070,20,4,73,8760,1,3,3,0,4,0,15,2,2,0,2,6,6,1959,1959,3,1,7,8,1,220,3,4,1,4,4,3,5,0,5,0,1194,1194,0,4,1,4,1194,0,0,1194,1,0,1,0,3,1,4,6,7,0,1,1959,1,1,312,4,4,2,0,0,120,0,0,0,0,4,2010,9,4,148000
145,535154050,20,4,69.22459016,12160,1,0,3,0,4,0,15,2,2,0,2,5,5,1959,1959,3,1,8,10,1,180,3,4,1,4,4,3,4,1000,5,0,188,1188,0,1,1,4,1188,0,0,1188,1,0,1,0,3,1,4,6,7,0,1,1959,1,2,531,4,4,2,0,0,0,0,0,0,0,5,2010,0,0,142000
146,535175070,20,4,73,9300,1,3,3,0,4,0,15,1,2,0,2,5,5,1960,1960,1,1,7,6,1,324,3,4,1,4,4,3,4,697,5,0,571,1268,0,4,1,4,1264,0,0,1264,1,0,1,0,3,1,4,6,7,2,1,1960,2,2,461,4,4,2,0,0,0,0,143,0,0,4,2010,9,4,167500
147,535175180,20,4,87,10725,1,0,3,0,4,0,15,2,2,0,2,5,5,1959,1959,3,1,7,8,1,91,3,4,1,4,4,3,4,936,5,0,270,1206,0,1,1,4,1206,0,0,1206,0,0,1,0,3,1,4,6,7,0,1,1959,1,1,312,4,4,2,0,21,0,0,0,0,0,5,2010,9,4,108538
148,535179020,20,4,80,10032,1,3,3,0,4,0,15,2,2,0,2,6,5,1959,1959,1,1,12,14,4,432,3,4,1,4,4,3,4,734,5,0,510,1244,0,0,1,4,1580,0,0,1580,1,0,1,1,3,1,4,6,7,2,1,1956,2,2,440,4,4,2,0,28,0,0,160,0,0,6,2010,9,4,159500
149,535180130,50,4,60,8382,1,3,3,0,4,0,15,2,2,0,0,4,5,1956,1956,1,1,7,8,3,0,3,4,1,4,4,3,5,0,5,0,832,832,0,4,1,0,832,505,0,1337,0,0,1,0,3,1,4,5,7,0,1,1956,2,1,263,4,4,2,0,0,0,0,0,0,0,2,2010,9,4,108000
150,535302080,20,4,60,10950,1,3,3,0,4,0,15,2,2,0,2,5,7,1952,1952,1,1,13,15,3,0,3,4,1,4,4,3,1,339,5,0,525,864,0,4,1,4,1064,0,0,1064,0,1,1,0,2,1,1,4,7,0,5,1952,2,1,318,4,4,2,0,0,0,0,0,0,0,5,2010,9,4,135000
151,535302200,20,4,119,10895,1,3,3,0,0,0,15,2,2,0,2,5,6,1955,1955,1,1,7,8,3,0,3,2,1,4,4,3,4,648,5,0,324,972,0,4,1,4,972,0,0,972,0,0,1,0,3,1,4,5,7,0,1,1955,2,1,305,4,4,2,0,0,205,0,0,0,0,6,2010,9,4,122500
152,535304060,190,4,70,13587,1,3,3,0,4,0,15,2,2,1,2,5,5,1958,1958,1,1,7,8,3,0,3,4,1,4,4,0,4,532,5,0,456,988,0,4,1,4,988,0,0,988,1,0,1,0,2,1,4,5,7,0,1,1958,2,1,264,4,4,2,0,0,0,0,0,0,0,4,2010,9,0,119000
153,535304180,20,4,68,7922,1,3,3,0,4,0,15,2,2,0,2,5,7,1953,2007,1,1,11,13,3,0,3,2,1,4,4,3,2,731,5,0,326,1057,0,4,1,4,1057,0,0,1057,1,0,1,0,3,1,2,5,7,0,5,1953,2,1,246,4,4,2,0,52,0,0,0,0,0,1,2010,9,0,109000
154,535325400,30,4,65,7898,1,3,3,0,0,0,15,2,2,0,2,4,7,1920,1994,1,1,7,8,3,0,3,4,0,4,4,3,5,0,5,0,576,576,0,2,1,4,985,0,0,985,0,1,1,0,2,1,4,4,7,0,5,1989,2,2,676,4,4,0,0,0,0,0,0,0,0,4,2010,9,4,105000
156,535350030,20,4,85,10200,1,3,3,0,4,0,15,2,2,0,2,5,7,1954,2003,1,1,12,14,1,104,3,4,1,4,4,3,0,320,1,362,404,1086,0,2,1,4,1086,0,0,1086,1,0,1,0,3,1,4,6,7,0,1,1989,2,2,490,4,4,2,0,0,0,0,0,0,0,5,2010,9,4,144900
157,535350040,20,4,74,5868,1,3,3,0,4,0,15,2,2,0,2,5,7,1956,2000,1,1,7,8,3,0,3,4,1,4,4,3,1,248,4,240,448,936,0,0,1,4,936,0,0,936,1,0,1,0,2,1,4,4,7,0,1,1956,0,1,308,4,4,2,0,0,80,0,160,0,0,5,2010,9,4,129000
158,535353190,50,4,78,17503,1,3,3,0,4,0,15,0,2,0,0,6,5,1948,1950,1,1,11,13,3,0,3,4,1,4,4,3,5,0,5,0,912,912,0,4,1,4,912,546,0,1458,0,1,1,0,3,1,4,6,7,1,1,1948,2,1,330,4,4,2,192,0,0,0,0,0,0,1,2010,9,0,97500
159,535377090,90,4,64,6979,1,3,3,0,4,0,20,2,2,2,6,6,5,1980,1980,1,1,8,10,3,0,3,4,1,4,4,3,2,1056,5,0,0,1056,0,2,1,4,1056,0,0,1056,2,0,0,0,0,2,4,4,7,0,5,1980,2,2,576,4,4,2,264,56,0,0,0,0,600,6,2010,9,4,144000
160,535401080,20,4,69.22459016,9830,1,0,3,0,0,0,15,2,2,0,2,5,7,1959,2006,1,1,12,14,3,0,3,2,1,4,4,3,0,72,4,258,733,1063,0,0,1,4,1287,0,0,1287,1,0,1,0,3,1,2,7,7,1,5,1997,0,2,576,4,4,2,364,17,0,0,182,0,0,3,2010,9,4,162000
161,535425010,80,4,96,11275,1,3,3,0,0,0,15,4,2,0,7,7,7,1967,2007,4,6,12,14,1,300,2,2,1,2,4,3,5,0,5,0,710,710,0,0,1,4,1898,1080,0,2978,0,0,2,1,5,1,2,11,7,1,3,1961,0,2,564,4,4,2,240,0,0,0,0,0,0,6,2010,9,4,242000
162,535450210,50,4,60,8064,1,3,3,0,4,0,15,0,2,0,0,6,8,1948,2004,1,1,13,15,3,0,3,4,1,4,4,3,0,481,4,174,161,816,0,4,1,4,816,408,0,1224,1,0,1,0,3,1,4,5,7,0,5,1950,2,1,280,4,4,2,414,0,0,0,0,0,0,5,2010,9,4,132000
163,535453070,20,4,75,7500,1,3,3,0,4,0,15,2,2,0,2,5,7,1959,1994,3,1,2,3,3,0,3,4,1,4,4,3,3,340,4,906,0,1246,0,0,1,4,1246,0,0,1246,1,0,1,1,3,1,2,6,7,0,1,1959,1,1,305,4,4,2,218,0,0,0,0,0,0,5,2010,9,4,154000
164,535454070,50,4,71,8520,1,3,3,0,0,0,15,0,2,0,0,5,4,1952,1952,1,1,2,14,3,0,3,1,1,4,4,3,4,507,5,0,403,910,0,1,1,4,910,475,0,1385,0,0,2,0,4,1,4,6,7,0,5,2000,2,2,720,4,4,2,0,0,0,0,0,0,0,6,2010,9,4,166000
165,535456110,20,4,60,7200,1,3,3,0,0,0,15,2,2,0,2,5,7,1951,2000,1,1,12,14,3,0,3,4,1,4,4,2,1,234,4,486,180,900,0,4,1,4,900,0,0,900,0,1,1,0,3,1,2,5,7,0,5,2005,2,2,576,4,4,2,222,32,0,0,0,0,0,5,2010,9,4,134800
166,535457010,20,4,87,10000,1,0,3,0,0,0,15,2,2,0,2,6,6,1962,1962,3,1,12,14,1,261,3,4,1,4,4,3,5,0,5,0,1116,1116,0,4,1,4,1116,0,0,1116,0,0,1,1,3,1,4,5,7,0,1,1962,2,2,440,4,4,2,0,0,0,0,385,0,0,2,2010,9,4,160000
167,535457090,20,4,81,7635,1,0,3,0,0,0,15,2,2,0,2,5,6,1960,1960,1,1,2,14,3,0,3,4,1,4,4,3,4,588,3,350,237,1175,0,0,1,4,1175,0,0,1175,0,0,1,1,3,1,4,6,7,0,5,1960,1,2,484,4,4,2,0,0,0,0,0,0,0,6,2010,9,4,148000
168,535476350,20,4,80,9760,1,3,3,0,4,1,15,2,2,0,2,6,7,1963,1984,3,1,12,14,1,218,3,4,1,4,4,1,1,717,3,263,415,1395,0,4,1,4,1395,0,0,1395,1,0,1,0,2,1,4,7,2,1,1,1963,1,2,440,4,4,2,657,0,113,0,240,0,0,5,2010,9,4,192000
